Ben,Tum
0.003349799,0.1184816
0.001857168,0.2746488
0.2713209,0.3457066
0.05529538,0.308152
0.09642266,0.2883038
0.02069897,0.3793451
0.001510459,0.3293515
0.1694068,0.2447525
0.04989182,0.1766634
0.335644,0.2331818
0.2249578,0.2356195
0.0571694,0.2687325
0.01481193,0.4025981
0.03952279,0.232789
0.03299253,0.2706074
0.07369016,0.2955719
0.002984862,0.4089709
0.06472689,0.3198435
0.07116184,0.3258258
0.004595588,0.2208658
0.3861919,0.3068548
0.2511308,0.2734412
1.004136,0.3141735
0.4012581,0.3301717
0.2809187,0.2828676
0.05277689,0.2633451
0.2637363,0.2970333
0.02725699,0.3170322
0.002307243,0.1891962
0.000284162,0.4191643
0.2050323,0.2026056
0.000615546,0.3114255
3.35E-05,0.2688913
0.4185181,0.3335683
0.0267203,0.3190277
0.001730256,0.2648036
0.001252622,0.1037619
0.4649846,0.4154894
0.01290648,0.3459863
0.1482764,0.277243
0.1963196,0.2125935
0.3948014,0.3233822
0.02777245,0.2390059
0.1355929,0.2563883
0.1370056,0.2190215
0.0233915,0.2832955
0.1699337,0.3082801
0.2542725,0.2136578
0.169865,0.3195663
0.4550444,0.2466849
0.20158,0.3052125
0.08292699,0.3424338
7.87E-05,0.3595293
0.003912006,0.2205279
0.06027705,0.278384
0.1651003,0.1923205
0.4244376,0.2511852
0.04679746,0.2286773
0.02618709,0.1942454
0.05804339,0.3324033
0.05948583,0.305349
0.3682465,0.4501835
0.06624229,0.2156342
0.2038597,0.2647375
0.2902302,0.2958493
0.02087215,0.2754181
0.03435883,0.3315735
0.0339793,0.3213767
0.01218746,0.2794809
0.08071496,0.2884469
0.05697061,0.202672
0.8421244,0.3167037
0.01171614,0.2261862
0.01068962,0.2567204
0.1215462,0.1936124
0.120055,0.2954841
0.03409826,0.4221141
0.5478535,0.1969396
0.03007815,0.3241368
0.09683859,0.3251864
0.04360137,0.2550597
0.152088,0.3505957
0.002994415,0.3510634
0.2333953,0.1693295
0.000451976,0.328158
0.04664118,0.3831693
0.2601767,0.1765069
0.1286547,0.20637
0.00201862,0.2796799
0.4021974,0.2244444
0.01743481,0.3938929
0.02207988,0.3497745
0.1566852,0.1935201
0.1931039,0.2212558
0.07001962,0.2216479
0.1861357,0.2525279
0.000179427,0.2318611
0.08952927,0.2781755
0.5369437,0.2852474
0.549612,0.2587584
0.3398681,0.3970668
0.1098513,0.2901274
0.1989845,0.183626
0.2631423,0.1484013
0.2712899,0.2132565
0.2325126,0.3817255
0.3021503,0.2636769
0.03165406,0.2239302
0.16687,0.2127452
0.1790877,0.2733371
0.01073275,0.1183689
0.1757808,0.2364911
0.8429269,0.2974963
0.4998452,0.2091432
0.002239677,0.2623232
0.1094072,0.1589408
0.263327,0.119224
0.2276816,0.3697499
0.000533143,0.3332947
0.000846294,0.2828618
0.1247833,0.326494
0.1417529,0.3287888
0.2695357,0.1230883
0.005665938,0.2812232
0.09082452,0.3388578
0.2541175,0.2867987
0.3883469,0.336493
0.05271844,0.2797015
0.000725638,0.2618525
0.3348976,0.3329985
0.06361935,0.1614844
0.3751278,0.2791199
0.2058498,0.2484175
0.1175975,0.3593527
0.09949061,0.2414537
0.0304112,0.1322024
0.29278,0.166329
0.006877232,0.4426232
0.04349326,0.3534012
0.03062881,0.3176457
0.2072244,0.275795
0.02711403,0.1860931
0.01620172,0.1940522
0.04655973,0.3924641
0.08930063,0.2486841
0.02145868,0.3297981
0.03184484,0.2247434
0.2912181,0.1336646
0.1817722,0.3601476
0.06155849,0.3120089
0.04535854,0.389547
0.1964985,0.1623462
0.09929697,0.23637
0.2037127,0.1808093
0.2694026,0.1534557
0.003805924,0.3103317
0.01148323,0.369115
0.001606664,0.3195574
0.6601035,0.2800613
0.01493237,0.2540568
0.1827659,0.154509
0.2604268,0.2097578
0.2007291,0.27979
0.05396439,0.4824045
0.01106302,0.1130674
0.1154006,0.1732982
0.00847729,0.1843208
0.1752482,0.1964368
0.03416917,0.188763
0.02600559,0.3453747
0.1105888,0.2063774
0.1291335,0.2469523
0.01810815,0.3563138
0.09989434,0.3252016
0.005187012,0.2103934
0.008646776,0.3476632
0.0979189,0.3260593
0.02069723,0.2306355
0.005553172,0.2185459
0.2060683,0.3201171
0.01576779,0.2525023
0.01656372,0.2598866
0.06404692,0.1726834
0.09452164,0.2650931
0.127235,0.2597284
0.007745223,0.1261108
0.2081364,0.2765983
0.07428983,0.2105051
0.002500527,0.1976057
0.01191406,0.2652181
0.009510583,0.3224319
0.3928869,0.2448221
0.03286165,0.1402835
0.008256401,0.1313811
0.07116261,0.4077416
0.02521135,0.3980441
0.0848023,0.3475058
0.03399812,0.3005355
0.1209896,0.2608018
0.01070377,0.3527464
0.642749,0.339076
0.1733971,0.2816276
0.02446555,0.39769
1.52E-07,0.2580831
0.002979516,0.2349723
0.004818797,0.3330126
0.08673589,0.3242579
0.0242319,0.2335575
0.02381435,0.265024
0.6269001,0.2381101
0.0674222,0.309236
0.05740038,0.4510287
0.02151581,0.2384729
0.4452326,0.3041096
0.08221045,0.3085574
0.5791065,0.3428285
0.1109116,0.2042834
0.6987364,0.3720833
0.5097253,0.2557736
0.565401,0.3372115
0.5264573,0.2756728
0.06334405,0.2269274
0.08864452,0.2294657
0.000265382,0.1923781
0.172264,0.3979872
0.07311779,0.3893186
0.009798792,0.3092264
0.5313945,0.2551299
0.145447,0.3335242
0.03250463,0.1441632
0.5037021,0.3285721
0.2103101,0.3310759
0.01882464,0.269857
0.001773342,0.2440319
0.05922785,0.2688024
0.01249739,0.359467
1.068656,0.240818
0.00027043,0.2838482
0.003869427,0.2357016
0.009013381,0.2797915
0.3234951,0.3627384
0.05047635,0.1787966
0.08217443,0.3282408
0.4326238,0.3577746
0.003829224,0.2773411
0.01343246,0.2237653
0.01011887,0.3322624
0.004211814,0.2111519
0.004855587,0.1996117
0.04757541,0.2945085
0.06960468,0.3317584
5.16E-07,0.3339213
0.01889862,0.4065858
2.160825,0.2893891
0.03418156,0.20112
0.1385878,0.2307251
0.6335604,0.1380223
0.3460809,0.2991463
0.03369952,0.3310046
0.1008362,0.245054
0.1097234,0.1510219
0.03035365,0.5038355
0.03111976,0.1845724
0.01379905,0.2715732
0.03762335,0.331257
0.06130835,0.3350654
0.04621976,0.2711074
0.005970499,0.3821026
0.07664192,0.242784
0.003426156,0.2282881
0.3976317,0.1555302
0.07928894,0.3750794
0.09616353,0.3139213
0.3183331,0.2707547
0.1465166,0.2752461
0.4434519,0.2466207
0.06070877,0.2880819
0.2313084,0.3207182
0.04021457,0.2129977
0.1129872,0.3333423
0.00059799,0.3489639
0.02776579,0.3365476
0.01538226,0.3229691
0.02742925,0.3917683
0.01357658,0.2024803
0.05304851,0.2722958
0.003503608,0.2310429
0.2302378,0.3466473
0.04620412,0.2970236
1.10251,0.2616887
0.2263887,0.162019
0.0103433,0.4038918
0.05657272,0.1004819
0.04037395,0.2394415
0.1910302,0.2753315
0.003194741,0.223984
0.230536,0.3269428
2.237613,0.1614065
0.03489503,0.3132957
1.019978,0.2506337
0.08666719,0.3533197
0.1721317,0.187859
0.1025687,0.4739278
0.000233684,0.222393
0.1879608,0.1314696
0.7513737,0.2798376
0.06033119,0.3503587
0.09501097,0.264741
2.86E-05,0.2590072
0.01248159,0.2215085
0.0110297,0.2165415
0.004023566,0.3338651
0.06057551,0.2400005
0.1283378,0.2121942
0.3547575,0.3387233
0.02929664,0.3103708
1.086727,0.4761507
0.2593596,0.2012503
0.1391788,0.23891
0.05454127,0.3388427
0.001086481,0.3355833
0.2674266,0.364431
0.08617931,0.3540245
0.01420344,0.1602281
0.05341895,0.2117841
0.04109818,0.2943886
0.03003496,0.422647
8.73E-05,0.2607491
0.05557856,0.3498835
0.01552961,0.1562682
1.278704,0.2560512
0.01022037,0.2359647
0.8877919,0.1628127
0.4928722,0.3530593
0.6978453,0.3242433
0.1261305,0.2867796
0.1122835,0.3079682
0.1427498,0.08800485
0.2279867,0.3580779
0.03909089,0.1596119
0.1058205,0.3017699
0.402943,0.3138899
0.1585304,0.2887792
0.2542881,0.214088
1.065351,0.1821311
0.09986101,0.3160387
0.08512644,0.2634239
0.2742499,0.1524658
0.3869872,0.282009
0.00953896,0.4319534
0.006603114,0.395072
0.05472929,0.2909707
0.00215669,0.4040931
0.3591185,0.3007887
0.1187364,0.2226206
0.09757677,0.146963
0.0308012,0.3260199
0.09171617,0.2703413
1.513367,0.2340228
0.0297652,0.3248163
0.004334262,0.3743494
0.003233296,0.2911914
0.3479986,0.07247456
0.05333815,0.2071632
0.02138175,0.2204853
0.09788725,0.187634
0.03135991,0.2183457
0.02916489,0.2622697
0.1122027,0.2856167
0.07716052,0.2492388
0.01173238,0.2485786
0.2588881,0.1893596
0.3484675,0.3244765
0.1069429,0.311166
0.001516242,0.2139515
0.002696631,0.342297
0.119065,0.2063571
0.03395658,0.2275472
0.00831695,0.2754893
0.000324453,0.2417583
0.2196514,0.195735
0.1676566,0.3790551
0.3236249,0.244871
0.01147229,0.2761432
0.03759971,0.3558684
0.1469934,0.2582493
0.2580798,0.2215372
0.1005187,0.3026099
0.06931324,0.1774737
0.1240101,0.2243722
0.04690051,0.2460095
0.006800174,0.2568987
0.04595221,0.2690729
0.1018377,0.3183218
0.0696838,0.2002329
0.6231998,0.2320012
0.02249653,0.3100208
0.07757116,0.3386935
0.02145847,0.2779532
0.2558103,0.2958655
0.3303755,0.1790356
0.1577534,0.2868421
0.08850455,0.3238395
0.02357512,0.2694703
0.01583939,0.1341305
0.01431445,0.3239332
0.09866179,0.09158707
0.009533485,0.3436641
0.003249516,0.2762967
0.03125862,0.3024805
0.1078519,0.2317455
0.001205406,0.3170305
0.000239746,0.2857126
0.1150346,0.2408044
0.6743233,0.104706
0.05225663,0.3257631
2.00E-05,0.3276727
0.08022651,0.1993438
0.1245773,0.3513852
0.01355023,0.3409998
0.01280335,0.2745495
0.2164131,0.2897997
0.06468547,0.3027534
0.0953053,0.2721001
0.01367025,0.2560108
2.08E-05,0.2579836
0.005146068,0.3765288
0.08256013,0.1763703
0.1142279,0.3410384
0.002805358,0.2322016
0.003417411,0.3483663
0.00619827,0.4000717
0.3561232,0.1717285
0.2018408,0.4337413
0.02440229,0.3092058
0.003465462,0.2527354
0.0210645,0.323031
0.000430751,0.2650448
0.03539086,0.2185651
0.05282409,0.2598173
0.01112633,0.3131175
0.6997558,0.3329765
0.03939462,0.4723062
0.2544985,0.2235574
0.2594915,0.1967131
0.004815788,0.3700254
0.09124755,0.3464885
0.02274425,0.1581793
0.03662706,0.2617542
0.7916048,0.3748401
0.2349229,0.2128755
0.2329534,0.3237058
0.1217466,0.3638815
0.5197753,0.3023665
0.000153202,0.3404746
0.02775118,0.2271756
0.000417137,0.3875095
0.3415639,0.3961394
0.001033833,0.1991642
0.1822675,0.1907809
0.01257173,0.3451694
0.2595757,0.3220287
0.04352614,0.3782966
0.2163895,0.08883465
0.05302869,0.3097029
0.1354877,0.2068038
0.01055151,0.2841408
0.3013233,0.304462
0.2115059,0.3531739
0.03926961,0.2436631
0.008031534,0.3161461
0.1289923,0.2732707
0.09574754,0.2174761
0.01451777,0.2326463
0.2613964,0.1923126
0.07026949,0.3560354
2.78E-05,0.3159087
0.1212874,0.3078253
0.4869339,0.1662221
0.2363627,0.283524
0.01919253,0.2686639
0.1911854,0.3566591
0.01384001,0.2751179
0.00174247,0.1101738
0.2946957,0.4238815
0.3469714,0.3764848
0.1833462,0.306893
0.1906728,0.3046635
0.04685803,0.2599088
0.119063,0.2712001
0.1691275,0.1959406
0.3432626,0.3554121
0.07920016,0.2123107
0.007680497,0.4103738
0.002406488,0.2730926
0.000423589,0.1861739
0.01033429,0.243085
0.07739624,0.206052
0.02806691,0.2980666
0.003670901,0.363821
0.2395478,0.1649662
0.3766227,0.2659016
0.006530945,0.4672052
0.05560449,0.2276877
0.07375855,0.2699417
0.1509076,0.3679443
0.02312576,0.4381241
0.3559376,0.2951973
1.139917,0.4252443
0.3786955,0.2168774
0.352767,0.3359555
0.04730618,0.2371396
0.000601898,0.2610369
0.6085975,0.2043597
0.1320732,0.1537982
1.032076,0.3462458
0.1050216,0.3721629
0.02601121,0.09850755
0.3327107,0.2151924
0.01367028,0.2512144
0.04243129,0.1802718
0.1853637,0.2164343
0.00047089,0.3450105
0.000374155,0.1363766
0.1016162,0.2101305
0.001245647,0.3664329
0.00023257,0.2553502
0.4958816,0.2456505
0.002286273,0.2273037
0.01886418,0.2495541
0.04238803,0.2838165
0.5834536,0.2975989
0.03772872,0.2974935
8.76E-05,0.2246865
0.2691506,0.2344857
0.1077487,0.4174085
0.01878295,0.2448369
0.1099841,0.3902945
0.1539348,0.3421456
0.1672862,0.1376112
0.1267108,0.2513661
0.3942421,0.2781076
0.1993359,0.4286894
0.5288038,0.2416177
0.752576,0.2516138
0.3411953,0.3534723
0.00247152,0.2649755
0.01203525,0.2629182
0.003164938,0.3994868
0.02449654,0.1826694
0.001769458,0.3603596
0.0743876,0.3136656
0.06671893,0.2811869
0.001509543,0.3771969
0.000393669,0.1012127
0.1383551,0.3169049
0.1479793,0.2009977
0.2592871,0.3123476
0.1370515,0.1232044
0.08377329,0.265379
0.07819782,0.3085435
0.1493868,0.2711961
0.0300381,0.2956664
0.1845868,0.1528916
0.04716336,0.3309344
0.03491236,0.3156815
0.01107048,0.14181
0.1628185,0.3728694
0.06895526,0.2329718
0.202006,0.2184564
0.539567,0.1078208
0.3352283,0.4174399
0.03992967,0.2254487
0.08859197,0.3274571
6.98E-05,0.2475431
0.3645024,0.2289809
0.2413621,0.3107656
0.1979098,0.204848
0.2218267,0.2578746
0.3823902,0.2799054
0.008362269,0.26377
0.01297159,0.3096338
0.2434072,0.3525191
0.1168258,0.2436621
0.000381448,0.4406554
0.2424934,0.3076263
0.08518008,0.285861
0.000359436,0.2720805
0.07321308,0.2612995
0.1594014,0.2113993
0.01137622,0.2525742
0.0811155,0.1911939
0.007732881,0.3691257
0.1865513,0.3032484
0.2659738,0.3836688
0.01476508,0.1621358
0.5043926,0.2457494
0.02339155,0.312753
0.1514288,0.1621434
0.4673812,0.3035296
0.1093288,0.2254027
0.2678525,0.3527441
0.2940976,0.2285136
0.228491,0.2738289
0.7470843,0.3335612
0.1485512,0.3051702
0.09286256,0.1792612
0.1000024,0.2219284
0.0877275,0.3864059
0.00316162,0.1886407
0.09263245,0.2551621
0.03417819,0.2986226
0.4618925,0.2864969
0.133817,0.0976301
0.658121,0.231087
0.01277191,0.2502618
0.02604631,0.2867674
0.02332999,0.335431
0.001073197,0.3462875
0.2681658,0.2521953
0.3144525,0.3247105
0.06878937,0.2399415
0.06950587,0.3230946
0.01417836,0.1851973
0.2533686,0.3625222
0.08640962,0.40611
0.002955915,0.1172814
0.3255962,0.2669412
0.04054715,0.2575058
0.2424937,0.3014053
0.2141221,0.2387577
0.07826477,0.2660676
0.2741892,0.1968364
0.1044644,0.1982051
0.2244746,0.3026491
0.2716836,0.2227927
0.009345096,0.1932716
0.7865907,0.2560557
0.1023151,0.3803351
0.1010603,0.2763364
0.06872481,0.223705
0.004910279,0.3511505
0.02209987,0.3514198
0.06712773,0.2692345
0.000810723,0.1062756
0.6436945,0.2610088
0.01062586,0.1608023
0.2672439,0.3904066
0.06454329,0.2276925
0.07075004,0.2653748
0.01007663,0.1616837
0.001080275,0.3063095
0.1804677,0.2498125
0.006458971,0.2631744
0.2583075,0.3789041
0.1560878,0.1916558
0.1206943,0.3017962
0.08404643,0.3549495
0.1044775,0.2301472
0.02035317,0.257107
0.06548506,0.3311095
0.02045373,0.3407378
0.3456534,0.2869461
0.6514999,0.3315374
0.2486013,0.1667597
0.2553974,0.2696827
0.6900684,0.3055627
0.5649975,0.3699046
0.2161726,0.3185402
0.03290831,0.3567101
0.001747481,0.3097786
0.02392809,0.2204516
0.1870354,0.3688747
0.000142805,0.2410375
0.05121271,0.2548356
2.80E-05,0.1554784
0.01939739,0.2033397
0.01906849,0.2214595
0.1064961,0.3707715
0.1894009,0.2912881
0.07360718,0.3025773
0.04940602,0.2152641
0.06819274,0.2477849
0.002345106,0.1588292
0.4352002,0.2241126
0.5608512,0.197266
0.2738814,0.1820314
0.01636764,0.1931898
0.02947476,0.1936169
0.002750898,0.4017707
0.05709768,0.2291192
0.06204954,0.1136066
0.03520003,0.2731995
0.2470566,0.1830295
0.01230403,0.2772769
0.04379891,0.3057109
0.01609138,0.2817247
0.1801469,0.3092092
0.2834252,0.2451203
0.002321672,0.2303656
0.04942538,0.2037008
8.49E-05,0.2496046
0.00261904,0.3941673
0.03036177,0.2261327
0.01452994,0.1431827
0.08527013,0.3358106
0.08634513,0.395848
0.2190186,0.4158429
0.04204019,0.3381726
0.05630085,0.2225856
0.1656596,0.3247814
0.4885924,0.3090535
0.02095936,0.1398298
1.402571,0.09882699
0.2404396,0.288562
0.3079698,0.2814714
0.04738388,0.3848781
0.07051542,0.3743902
0.02095765,0.2129559
0.05798889,0.2483062
0.06554819,0.2470995
0.2641855,0.2981101
0.006356219,0.2575005
0.1602428,0.352343
0.002581931,0.2153487
0.03559198,0.3650477
0.06462878,0.1082629
0.003040191,0.2189738
0.44759,0.2214876
0.05515281,0.1992027
0.008989764,0.3189215
0.3499226,0.2356624
0.1911056,0.1653679
2.68E-05,0.2063419
0.04036637,0.2127381
0.1992426,0.264688
0.01455393,0.08715501
0.04066156,0.2337155
0.01984272,0.281874
0.6567149,0.2930298
0.06783531,0.2604342
0.1679354,0.3638345
0.01267366,0.297692
0.05784833,0.04749914
0.1352726,0.2600501
0.4450473,0.3968959
0.1351846,0.2532554
2.10E-05,0.3296124
0.183439,0.1792975
0.03317245,0.1238806
0.2101249,0.3091907
0.005486234,0.3363298
0.08114853,0.3145412
0.01858187,0.3430249
0.009608914,0.1411719
0.005646871,0.163433
0.1025919,0.2622082
0.05502791,0.3609471
4.72E-05,0.2713933
0.1030365,0.2180085
0.08915713,0.1802471
0.001331475,0.3132117
0.3232974,0.3218346
0.3608495,0.2734439
0.2426355,0.2158776
0.01638638,0.2932362
0.006437269,0.2538823
0.02460795,0.2135897
0.1842332,0.2944027
0.06506103,0.3330111
0.1108637,0.2839791
0.009020567,0.2980315
0.001001292,0.3024371
0.1950011,0.3162065
0.0047294,0.3214103
6.54E-05,0.2876259
1.060573,0.2463915
0.2415012,0.2484482
0.4340789,0.2669823
0.003988434,0.1896224
0.3044606,0.2311129
0.06385129,0.2696255
0.08423708,0.3082688
0.0023413,0.2676105
0.006224879,0.2033047
0.000694437,0.2350948
0.001290172,0.3309113
0.01973553,0.2007328
0.03889948,0.3144624
0.1100904,0.2571185
0.5137247,0.2596476
0.08762248,0.3100974
0.3608589,0.1750049
0.000319121,0.1236493
0.3882028,0.3040171
1.261746,0.3041393
0.9747486,0.301061
0.3357367,0.2285692
0.3274624,0.334508
0.1994188,0.269531
0.06330951,0.2832747
0.1291683,0.2690055
0.000749842,0.2564121
0.05688051,0.333377
0.1256973,0.1989371
0.004379705,0.3180295
0.01655836,0.2898455
0.002255674,0.3963928
0.221201,0.1490341
0.1052716,0.2421383
0.04639246,0.1453639
0.07354402,0.2442373
0.3007802,0.3045956
0.02085754,0.257092
0.09171947,0.1740845
0.6262414,0.3183615
1.33E-05,0.2640856
0.1541499,0.3182984
0.000654412,0.4427054
0.03865482,0.4088448
0.1052368,0.2397718
0.002528019,0.2712267
0.004853268,0.2100693
0.0325515,0.3406552
0.2465417,0.2694886
0.04244422,0.2053015
0.2202413,0.1430631
0.008235858,0.3477704
0.003168668,0.4014982
0.02606958,0.3299326
0.0173548,0.1871347
0.2798795,0.4326644
1.008267,0.1183264
3.34E-05,0.2987795
2.70E-05,0.3906223
0.01146521,0.09918633
0.66301,0.2654472
0.02638234,0.2420313
0.1089439,0.3087193
0.09151595,0.381269
0.01071836,0.3307802
0.4098505,0.3222895
0.18464,0.4155541
0.5446424,0.1997755
0.1254964,0.3373301
0.3085224,0.176261
0.1006582,0.2623136
0.03871939,0.2972848
0.52677,0.2960401
0.003252586,0.2835752
5.72E-05,0.2882887
0.03842642,0.2068586
0.07576061,0.3614563
0.000771059,0.2563375
0.1180397,0.3705506
0.07698996,0.3495733
0.001424897,0.3228354
0.0787337,0.2687174
0.3114247,0.3216069
0.0459691,0.2704418
0.000781325,0.3610782
0.1758613,0.3775455
3.96E-06,0.3201406
0.4053044,0.3249072
0.5395977,0.1743802
0.01504727,0.3612048
0.01603986,0.1384083
0.3089986,0.2647592
0.2333379,0.3235719
0.01345869,0.317455
0.6894699,0.2393296
0.0642537,0.2809169
0.02222301,0.2124351
0.1839066,0.3259898
1.151829,0.3064978
0.003173882,0.2378897
0.3273254,0.2594265
0.1410653,0.3158053
0.05724842,0.3676959
0.001616377,0.3205349
0.3091237,0.2545199
0.02687273,0.3669135
0.1006387,0.279868
0.05161863,0.308597
0.02339274,0.2715398
0.003307507,0.2694814
0.3839528,0.1293417
9.35E-05,0.2450563
0.07922756,0.196707
0.00264964,0.2468035
0.2225958,0.2577756
0.6859664,0.2742173
0.06886208,0.3507046
0.3349513,0.2745109
0.100314,0.2671729
0.4305424,0.2765579
0.0160201,0.1450381
0.04308508,0.1910928
0.005935791,0.2217818
0.03705136,0.306319
0.229219,0.3140479
0.2177013,0.3089713
0.01628569,0.254109
0.06945521,0.2527043
0.1216966,0.3439366
0.01372096,0.3594585
0.1571151,0.3740956
0.0367935,0.2127059
0.004355567,0.1748583
0.1458291,0.3080708
0.01625449,0.347104
0.005566881,0.3455289
0.3221344,0.3563658
0.005796745,0.3342915
0.6409324,0.1013733
0.01235618,0.3355931
0.02744936,0.2822514
0.6876702,0.2777667
0.1801553,0.237616
0.002527428,0.3586533
0.1412172,0.3727784
0.03681049,0.3280195
0.1870972,0.2842461
0.8059435,0.2178212
0.03505394,0.3507177
0.005327444,0.3098056
0.3211985,0.2386057
0.09319969,0.3061035
0.2263911,0.1495994
0.03935627,0.1646364
0.1258802,0.2861113
0.04419214,0.2408886
0.007088927,0.2976228
0.4937873,0.3075531
0.4884257,0.2428781
0.02825776,0.09547409
0.006086069,0.2462256
0.1302047,0.3772126
0.824349,0.3671402
0.04808963,0.09020177
0.1034913,0.3074321
0.1147288,0.3778837
0.3724596,0.2402645
0.01489694,0.1740979
0.1181463,0.3830011
0.1009294,0.2808283
0.000678311,0.2414154
0.267822,0.2957828
0.02776047,0.3140374
0.2669695,0.2637066
0.0489408,0.272868
0.02945396,0.1596612
0.01388616,0.2753415
0.07010947,0.198073
0.6762296,0.3892826
0.06703679,0.05715221
0.1436959,0.1092832
0.03650792,0.2186458
1.356112,0.2347915
0.1059811,0.1802213
0.7210609,0.4058952
0.5678276,0.1409394
0.01541825,0.2977459
0.01334198,0.1727556
0.5349582,0.2108493
0.09073111,0.1005268
0.3483232,0.3723429
0.1848658,0.1915894
0.000318948,0.281199
0.09515586,0.1520811
0.1303329,0.4417139
0.8922747,0.245531
0.03717504,0.2977125
0.05968023,0.15362
0.08497225,0.3371467
0.05353828,0.2471429
0.005026068,0.1673643
0.2061031,0.3699403
0.3785694,0.2620201
0.6734692,0.1882093
0.02604305,0.2549723
0.04665873,0.1797845
0.2825709,0.2861749
0.2131231,0.2609531
0.0785647,0.4019593
0.03200096,0.2812506
0.01851036,0.2878
0.1882468,0.2123964
0.066878,0.241498
0.002284978,0.3154185
0.04009328,0.33412
0.04642458,0.2303325
0.0339532,0.32144
0.5179949,0.2416333
0.001637745,0.3653284
0.5787785,0.3888741
0.1437219,0.2568939
0.009440806,0.1297927
0.005162147,0.2698632
0.05350969,0.3691037
0.3538472,0.09994031
0.06409641,0.2320116
0.01510861,0.3156065
0.03484971,0.4688532
0.8712502,0.4309452
0.4736359,0.3438742
0.01508903,0.1395106
0.1456473,0.3130954
0.1817823,0.243213
0.1355278,0.3339418
0.01138552,0.1576334
0.000453314,0.21142
0.7981673,0.3037661
0.2592584,0.2813123
0.1190902,0.4236602
0.2313295,0.1444605
0.006718338,0.3123663
0.08889244,0.2058581
0.005861398,0.2225537
0.02958895,0.2659665
0.08892172,0.2960603
0.112888,0.08634046
0.001242555,0.3338833
0.002815853,0.227508
0.04624647,0.3296145
0.2209105,0.197393
0.06089485,0.2604192
0.1479176,0.2439577
0.1475094,0.3304038
0.1062956,0.2490158
0.06265803,0.2531607
0.01599733,0.2869837
0.01162633,0.4177767
0.3120419,0.3170612
0.9279217,0.2914775
0.135906,0.4608132
0.4343714,0.2945856
0.3652038,0.2698542
0.001567309,0.2618295
0.02954758,0.2730165
0.1383495,0.1654854
0.1755201,0.3049194
0.6214113,0.2807746
0.3035093,0.2506976
0.4862934,0.2133362
0.4144744,0.2288406
0.01211719,0.2428514
0.02132851,0.2399655
0.03768309,0.1737954
0.2400185,0.2978941
0.01188853,0.1720363
0.003222389,0.2258862
0.06220396,0.3872443
0.375759,0.3984989
0.5999027,0.2708693
0.05328697,0.3071566
0.1326864,0.3127248
0.1160845,0.4072994
0.03831392,0.2204302
0.07967436,0.2889094
0.1138887,0.2573734
0.02596614,0.4562142
0.3002627,0.322377
0.1260416,0.3085175
0.00013551,0.105317
0.1630873,0.2837828
0.01208716,0.3563857
0.006645766,0.2638861
0.000240522,0.2127072
0.3101637,0.2565316
0.353341,0.373611
0.008737238,0.18497
0.1009307,0.2902061
1.71E-05,0.2976273
0.005803963,0.2146421
0.4298029,0.2789545
0.03747882,0.296626
0.08027919,0.1759201
0.4405671,0.3472629
0.4925357,0.2723105
0.09926737,0.2661002
0.142141,0.2610224
0.02383775,0.2951207
0.09199894,0.2820466
0.1191082,0.3885438
0.7757498,0.1783174
0.0990464,0.2774643
0.01596113,0.3075731
0.082003,0.2621132
0.004351166,0.2938468
0.3286779,0.2414033
0.2399246,0.2086873
0.000934304,0.2322583
0.000268751,0.2400383
0.2372352,0.3589713
0.005664955,0.2201865
3.24E-05,0.1232639
0.04698143,0.1711325
0.02750396,0.3272633
1.70E-05,0.2585658
0.00568372,0.3550962
0.1530317,0.2216227
0.4794054,0.2596591
0.1091915,0.2557784
0.2975572,0.2671471
0.418763,0.2057757
0.2978651,0.2491608
0.004079359,0.301256
0.06569869,0.1390384
0.05273848,0.2370281
0.009034494,0.2997268
4.43E-05,0.3844224
0.7705322,0.3629925
0.170206,0.2250004
0.01301679,0.3180043
0.1755846,0.1050459
0.1091641,0.1637527
0.3132277,0.188654
0.1423163,0.379166
0.005493761,0.3414068
1.10E-05,0.2819355
0.5310723,0.156081
0.00471733,0.2389682
0.02405687,0.2152036
4.54E-05,0.3359478
0.09287592,0.2108654
0.001706586,0.268861
0.06409004,0.1211694
0.000734464,0.3176908
0.2247463,0.308563
0.000947035,0.3279657
0.007798656,0.3346578
0.1839665,0.3433901
1.38612,0.1398615
0.07817965,0.3217206
0.01553915,0.2527035
0.002759096,0.304252
0.1818171,0.2847236
0.07744791,0.2620917
0.00226407,0.3015415
0.01706925,0.3114011
0.006641052,0.1851248
0.005417732,0.3175048
0.07140504,0.2586692
0.0810162,0.1985255
0.2718346,0.264144
0.1390661,0.382879
0.002899044,0.2238404
0.1546669,0.2389734
0.01058166,0.2967678
0.3083207,0.290297
0.0157495,0.2423932
0.05760862,0.271674
0.1179735,0.2181787
0.1428553,0.3999231
0.01741148,0.3404501
0.02128542,0.2462599
0.4344061,0.2532003
0.03653789,0.3112243
0.006193518,0.3372903
0.5262582,0.2539351
0.3297155,0.2929015
0.2307525,0.4037991
0.3419776,0.2153086
0.06529437,0.2482011
0.4863002,0.2140092
0.1686296,0.2373799
0.0132896,0.297007
0.07515109,0.1790037
0.007345781,0.2054623
0.07629095,0.2503495
0.1587807,0.3321052
0.4618867,0.3493856
0.2956369,0.2327043
0.5514631,0.2459785
0.2938489,0.2791583
0.3001475,0.1336627
0.1339751,0.2082049
